PID,UR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
500743,301486,,,,8003609903612552,BROWN,HUBERT,1993-07-20,M,99985,ALTON,CLOSE,Melton Mowbray,WA,0845,AUS,131.0467,-13.0870,01161443233,,,M,4,
500744,301488,,,,8003609903612602,WHITE,DONALD,1970-04-19,M,99993,ARTISTRY,CIRCLE,Red Lion,TAS,6489,AUS,117.9197,-31.2269,68310546765,,,M,4,
500745,301490,,,,8003609903612644,BROWN,TIFFANIE,2007-03-18,F,99937,BREKENRIDGE,HIGHWAY,Angelo River,VIC,2294,AUS,151.7679,-32.9122,25764058171,,,S,4,
500746,301492,,,,8003609903612693,JOHNSON,WALTER,1969-09-20,M,99934,WILLIAMSBURG PK,PARKWAY,Hyland Park,TAS,4075,AUS,152.9816,-27.5215,46170817655,,,M,4,
500747,301494,,300006,,8003609903579371,JONES,ROBERT,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
500748,301496,,,,8003609903612792,WILLIAMS,DIANA,1965-09-03,F,99916,GLENCOE,GROVE,Chillingollah,ACT,4383,AUS,151.9643,-28.9436,42206449155,VKM59410C,ORN,M,4,
500749,301498,,,,8003609903612834,JOHNSON,EARL,1987-04-07,M,99948,LEPRECHAUN,VIEW,The Caves,VIC,2570,AUS,150.6089,-34.0922,22532573321,,,S,4,
500751,301502,,,,8003609903612933,WILSON,RODGER,2005-05-05,M,99917,CANDY PULL,CRUISEWAY,Targinie,NSW,5112,AUS,138.6563,-34.7410,56018405761,,,S,4,
500752,301504,,,,8003609903612974,TAYLOR,DEBORAH,1984-06-23,F,99956,DE TROBRIAND,WALKWAY,Warana,WA,2302,AUS,151.7602,-32.9287,23793202835,,,W,4,
500754,301508,,,,8003609903613063,WHITE,JOYCE,1939-12-13,F,99941,CHARITY,DRIVE,Jibberding,NT,7020,AUS,147.4908,-42.9761,59393583555,,,M,4,
500755,301510,300010,,,8003609903579462,JOHNSON-SMITH,SHELLY,2011-08-26,F,99964,FIVER,STRAND,Stepney,TAS,4111,AUS,153.0523,-27.5486,24976625372,,,S,4,
500756,301512,,,,8003609903613147,WILLIAMS,IRENE,1966-09-22,F,99986,MERIDIAN,CRUISEWAY,Hinton,ACT,3984,AUS,145.5322,-38.2126,30547591873,,,S,4,
500757,301514,,,,8003609903613196,MARTIN,THOMAS,2006-12-15,M,99907,DARDANELLE,CIRCUIT,Teven,SA,4387,AUS,151.1369,-28.5910,44577956745,,,S,4,
500758,301516,,,,8003609903613246,JONES,JAMES,2008-07-28,M,99969,LAKEVIEW,AVENUE,Wandi,ACT,3178,AUS,145.2363,-37.9258,35688235272,,,S,4,
500759,301518,300014,,,8003609903579546,SMITH,CEDRIC,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
500760,301520,,,,8003609903613345,WHITE,STEVEN,2009-11-11,M,99916,HOOK,PROMENADE,Warrane,ACT,4216,AUS,153.3946,-27.8789,49436516853,,,S,4,2016-12-12
500761,301522,,,,8003609903613386,MARTIN,TONI,1978-01-02,F,99988,BORTHWICK,CIRCLE,Williamtown Raaf,WA,3166,AUS,145.0960,-37.9011,31853451632,,,S,4,
500762,301524,,,,8003609903613428,WHITE,CYNTHIA,1994-04-26,F,99995,NEFFS,TERRACE,Yallah,ACT,4482,AUS,139.4682,-25.5484,44835163664,,,W,4,
500763,301526,,,,8003609903613469,WILSON,TARA,2013-04-15,F,99967,EVEREST,STRAND,Friday Pocket,NT,2865,AUS,148.5372,-33.0851,29014224871,,,S,4,
500764,301528,300000,,,8003609903579249,SMITH (SMITH),JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500765,301530,300000,,,8003609903579249,SMITH (SMITH),JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500766,301532,,,,8003609903613600,WILLIAMS,GILBERT,2001-11-20,M,99988,ALONDRA,CAUSEWAY,Nyah,NT,4509,AUS,153.0432,-27.2410,41396107112,,,S,4,
500767,301534,,,,8003609903613659,SMITH,KATHLEEN,1977-02-05,F,99938,HARVEST RAIN,VIEW,Blenheim,ACT,3453,AUS,144.2157,-36.9460,38479631562,,,S,4,
500768,301536,,,,8003609903613709,JONES,SONJA,1970-09-28,F,99935,SUSIE,CIRCLE,Upwey,SA,4869,AUS,145.7409,-17.0153,41203510631,,,M,4,
500769,301538,,,,8003609903613741,TAYLOR,SCOTT,1996-05-23,M,99996,HOPE,GROVE,Toompup,QLD,3733,AUS,146.4182,-36.7525,35857119753,,,S,4,
500770,301540,,300012,,8003609903579504,WILLIAMS,DONALD,1994-08-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
500771,301542,,,,8003609903613832,WILLIAMS,CORY,1946-05-19,M,99972,WADESBORO,CLOSE,Welland,ACT,4659,AUS,152.6766,-25.3656,49416149643,,,D,4,
500772,301544,,300016,,8003609903579587,JONES,MARY,2011-03-21,F,99938,CLEGG,CRESCENT,Banyo,SA,3802,AUS,145.2584,-37.9690,37592625965,,,S,4,
500773,301546,,,,8003609903613915,MARTIN,JAMES,1944-07-17,M,99913,FALCON CREST,RISE,Massie,ACT,6726,AUS,122.2035,-17.9577,66574966922,,,M,4,
500774,301548,,,,8003609903613964,JOHNSON,JACOB,1943-11-10,M,99966,DANTA,CAUSEWAY,Boweya,WA,2390,AUS,150.0346,-30.3663,23011862512,,,S,4,
500775,301550,,,,8003609903614012,WHITE,RODNEY,1948-07-05,M,99982,MARVINWOOD,STREET,Edensor Park,NT,3939,AUS,144.8569,-38.4213,34059419945,,,M,4,
500776,301552,,,,8003609903614053,JONES,DEBORAH,1964-05-31,F,99920,HIDDEN CANYON,GLEN,Willow Creek,WA,4416,AUS,149.7516,-26.8904,45174626973,,,S,4,
500778,301556,,,,8003609903614137,SMITH,RANDY,1940-05-09,M,99998,PARK BEND,STRAND,Umagico,ACT,6760,AUS,119.7402,-21.1644,62184081051,,,S,4,
500779,301558,,,,8003609903614178,SMITH,LOGAN,1943-02-27,F,99945,BLACKFRIAR,PLACE,Lake Fyans,NT,2776,AUS,150.5506,-33.6851,23212161073,,,M,4,
500780,301560,,,,8003609903614228,JOHNSON,MARIO,1992-10-30,U,99995,USEVENTY ONE,PARADE,Morrl Morrl,ACT,5560,AUS,138.0223,-33.9656,56519401712,,,D,4,
500781,301562,,,,8003609903614269,JOHNSON,ERIC,1963-01-15,M,99905,WAKE ROBIN,CLOSE,Neuarpurr,NSW,4205,AUS,153.1549,-27.6872,40663585973,,,S,4,
500782,301564,,,,8003609903614319,SMITH,ELBA,1972-06-23,F,99962,BARONY,HIGHWAY,Tolmans Hill,ACT,3412,AUS,141.4898,-36.6561,32364893211,,,M,4,2006-07-29
500783,301566,,300006,,8003609903579371,JONES,ROBERT,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
500784,301568,,,,8003609903614400,BROWN,DEBORAH,1987-11-16,F,99939,MILL CANYON,CIRCLE,Englefield,NT,2466,AUS,153.3353,-29.3417,27938633762,,,M,4,
500785,301570,,,,8003609903614459,WILLIAMS,LEO,2015-02-06,M,99926,MANHATTAN,CIRCLE,Nonning,WA,2347,AUS,150.5574,-30.3862,23005996054,,,S,4,
500786,301572,,,,8003609903614509,WHITE,CHRISTINE,1970-09-30,F,99902,RAYCO,AVENUE,Ghinni Ghi,WA,5271,AUS,140.7596,-36.8675,59037134644,,,M,4,
500788,301576,,,,8003609903614582,BROWN,ROY,1948-12-13,M,99936,HERTFORD,CIRCLE,Norton Summit,NT,4355,AUS,151.9972,-27.0663,41800835335,,,M,4,
500789,301578,,,,8003609903614632,SMITH,JENNIE,1982-03-20,F,99968,DON QUIXOTE,LANE,Williamsdale,QLD,6358,AUS,118.6923,-32.4100,61612907213,,,M,4,
500790,301580,300006,,,8003609903579371,JONES,LEO,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
500791,301582,,,,8003609903614723,WHITE,BRANDIE,1943-04-06,F,99980,SILKWOOD,CAUSEWAY,Moorooduc,NT,5211,AUS,138.6511,-35.5323,54388380355,,,S,4,
500792,301584,,,,8003609903614764,MARTIN,KIM,1946-05-12,F,99919,AMBER STONE,CRESCENT,Don Valley,TAS,5113,AUS,138.6777,-34.6999,53904418245,,,S,4,
500793,301586,,,,8003609903614814,JONES,ANGELA,2003-04-21,F,99907,NEWSOME PARK,GLEN,Mount Jagged,QLD,6477,AUS,117.8546,-30.7829,61548888074,SGW70914D,NSP,S,1,
500794,301588,,,,8003609903614855,WILLIAMS,JACQUELINE,1933-12-06,F,99982,MISTY MEADOWS,CENTREWAY,Stow,VIC,2228,AUS,151.1033,-34.0331,20048866612,,,W,4,
500795,301590,,,,8003609903614897,WILLIAMS,JO,1975-06-21,F,99929,ELK VISTA,CLOSE,Silvan,TAS,5236,AUS,139.0648,-34.8620,52484923344,,,S,4,
500796,301592,,,,8003609903614939,SMITH,CRAIG,1956-07-02,M,99927,OSTLER,HIGHWAY,Hunterston,TAS,2192,AUS,151.0881,-33.9191,21493028351,,,M,4,1966-12-17
500797,301594,,,,8003609903614970,JONES,SONIA,1935-05-08,F,99988,WHISPER ROSE,RIDGE,Riddells Creek,SA,2372,AUS,152.2576,-28.9479,29241220073,,,M,4,
500798,301596,,,,8003609903615019,SMITH,KIMBERLY,1941-08-12,F,99912,DOODLE BUG,PLACE,Erigolia,QLD,5244,AUS,138.9301,-34.9100,51235798043,,,M,4,
500799,301598,,,,8003609903615068,WILSON,JOSEPHINE,1989-03-30,F,99973,COUNTRY WEST,SQUARE,Molong,WA,3705,AUS,147.8080,-36.1334,39009955662,,,M,4,
500800,301600,,,,8003609903615100,TAYLOR,BARBARA,1992-04-24,F,99933,ARTISTRY,CLOSE,Ellinbank,SA,2345,AUS,150.9068,-30.8653,26496366013,,,S,4,
500801,301602,,,,8003609903615142,JONES,JULIE,1973-08-31,F,99990,CRESTHILL,CAUSEWAY,Woy Woy,TAS,3302,AUS,141.6577,-37.8201,35287699354,,,M,4,
500802,301604,,,,8003609903615191,JOHNSON,NATALIE,1937-10-20,F,99994,FAIRMOUNT,CRUISEWAY,Emu Vale,ACT,3544,AUS,143.1916,-35.4107,38198530932,,,M,4,
500803,301606,,,,8003609903615241,MARTIN,GERTRUDE,2016-04-09,F,99947,MAKIYA,PLACE,Catalina,QLD,6027,AUS,115.7370,-31.7569,67327348244,,,S,4,
500804,301608,,,,8003609903615290,BROWN,WERNER,1976-09-27,M,99986,LAUREL RIDGE,TERRACE,Cynthia,ACT,3733,AUS,146.4182,-36.7525,32937014921,,,M,4,
500805,301610,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
500806,301612,,,,8003609903615381,TAYLOR,ROBIN,2005-02-18,M,99994,ELFORD,ALLEY,Namatjira,QLD,3816,AUS,145.7730,-38.0779,31914390431,,,S,4,
500809,301618,,,,8003609903615514,SMITH,SAMUEL,2016-06-06,M,99985,CRESCENT HOLLOW,CIRCUIT,Tulkara,NT,5501,AUS,138.5928,-34.6099,55726723572,,,S,4,
500810,301620,,,,8003609903615555,JOHNSON,RAYMOND,1945-03-13,M,99965,SUNNY FLOWERS,GLEN,Pony Hills,NT,2474,AUS,152.8617,-28.5172,27626837724,,,M,4,
500811,301622,,,,8003609903615605,BROWN,SAMMY,1971-03-08,M,99997,WOLFE GROVE,GLEN,Brewarrina,ACT,6411,AUS,117.8918,-31.6744,69716171852,,,M,4,2015-10-31
500812,301624,,,,8003609903615654,WILLIAMS,JIM,1977-07-25,M,99998,ROCKMONT,VISTA,Belfrayden,VIC,5152,AUS,138.6954,-34.9722,51282389215,,,S,4,
500813,301626,,,,8003609903615696,JONES,LOUIS,2005-10-10,M,99939,RAMFORD,STREET,Ball Bay,NSW,3091,AUS,145.1364,-37.6379,33455588342,,,S,4,
500814,301628,,,,8003609903615738,JONES,SHAWN,1951-02-03,M,99906,IRON BOBERG,RIDGE,Nairibin,QLD,3136,AUS,145.2857,-37.7722,33265607651,WGW76153C,UNK,S,4,
500815,301630,,,,8003609903615787,MARTIN,JOANIE,1960-07-21,F,99940,BENTON,ALLEY,Gil Gil,TAS,2823,AUS,147.9037,-32.0659,27728064671,V 181621D,UNK,S,4,
500816,301632,,,,8003609903615829,TAYLOR,CORINNE,1961-02-26,F,99910,DIAMOND RIDGE,ALLEY,Willagee,NSW,3942,AUS,144.7735,-38.3706,36960718811,,,M,4,
500817,301634,,,,8003609903615878,JOHNSON,DEANDRE,1976-11-18,M,99971,ACOMA,ALLEY,Moto,QLD,7210,AUS,147.4618,-41.9210,58389292832,,,D,4,
500818,301636,,,,8003609903615910,JONES,RALPH,1933-06-24,M,99980,HAWKINS,PROMENADE,Clarence Park,NT,2828,AUS,148.5094,-31.4251,25774832653,,,D,4,
500819,301638,,,,8003609903615951,TAYLOR,CAROL,1977-06-24,F,99919,ALICE SUSANNA,SQUARE,Jamisontown,TAS,3639,AUS,145.0511,-35.9638,39140665843,,,S,4,
500820,301640,,,,8003609903616009,SMITH,THERESA,1962-03-15,F,99964,HOLLANDIA,ESPLANADE,Fernside,NT,5455,AUS,138.6482,-33.7059,57633312254,,,S,4,
500821,301642,,,,8003609903616058,SMITH,LESTER,1936-05-11,M,99929,WALLACE,CIRCUS,Boigu Island,VIC,2818,AUS,148.6686,-32.5009,22143645573,,,M,4,
500822,301644,,,,8003609903616090,WILLIAMS,MURIEL,2007-06-29,F,99981,SHETLAND,VISTA,Rathscar West,NSW,4401,AUS,151.7570,-27.3938,47038902534,,,S,4,
500823,301646,,,,8003609903616132,BROWN,MARK,1987-12-13,M,99976,PLUMB BOB,AVENUE,Toowong DC,ACT,5214,AUS,138.7609,-35.5143,54890422822,,,D,4,
500824,301648,,,,8003609903616181,WILLIAMS,ANNIE,1965-02-14,F,99937,SCARSBOROUGH,MALL,Mount Fox,ACT,3469,AUS,143.2993,-37.2445,36561051514,,,S,4,
500825,301650,,,,8003609903616231,SMITH,KEITH,1970-12-03,M,99965,GOLDEN CREEK,CRESCENT,Cunninyeuk,SA,7259,AUS,147.3642,-41.2780,50279586632,,,M,1,
500826,301652,,300010,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500827,301654,,,,8003609903616322,WHITE,PEGGY,2013-08-01,F,99979,JORDAN RIDGE,COURT,Old Bonalbo,SA,3701,AUS,147.5587,-36.2122,39269427673,,,S,4,
500828,301656,,,,8003609903616363,BROWN,ALENA,1973-12-22,F,99915,OLYMPUS RIDGE,CIRCUIT,Brown Hill Creek,QLD,2847,AUS,149.9753,-33.3500,25713139353,,,M,4,
500829,301658,,,,8003609903616405,SMITH,KEENAN,1963-07-20,M,99994,RED ADMIRAL,CIRCUS,Alcomie,NT,2082,AUS,151.1202,-33.6034,21652186763,,,D,4,
500830,301660,,,,8003609903616447,JOHNSON,REBECCA,1986-08-16,F,99907,DESERT WILLOW,PARADE,Hindmarsh Tiers,ACT,3725,AUS,145.7795,-36.3664,33321888431,,,M,4,
500832,301664,,,,8003609903616538,SMITH,JODI,2003-01-07,F,99997,HILLERS,AVENUE,Rosegarland,ACT,5040,AUS,138.5296,-34.9661,51622482661,,,S,4,
500833,301666,,,,8003609903616587,WILLIAMS,MARIE,2007-11-27,F,99970,WATERHOUSE,CIRCUIT,Marrickville Metro,TAS,3996,AUS,145.7114,-38.6204,32421987213,,,S,4,
500834,301668,,,,8003609903616629,BROWN,ROSLYN,2008-06-02,F,99914,GRAND TETON,LANE,Kerrisdale,QLD,2166,AUS,150.9118,-33.8930,23995939954,,,S,4,
500835,301670,,,,8003609903616678,JONES,JOAN,1944-01-31,F,99977,BENTWOOD,CENTREWAY,Kremnos,QLD,5250,AUS,138.8867,-35.0410,58739106111,,,D,4,
500836,301672,,,,8003609903616710,WHITE,LAN,1989-08-15,F,99974,COLOROW,CRESCENT,Barraganyatti,TAS,3699,AUS,147.3656,-36.8339,30073916771,,,M,4,
500837,301674,,,,8003609903616751,BROWN,RONNIE,1936-05-10,M,99936,SAMEE RIDGE,CAUSEWAY,Sunnybank South,WA,3813,AUS,145.6255,-38.0302,37723937551,,,S,1,
500838,301676,,,,8003609903616801,WILLIAMS,RUSSELL,1984-08-19,M,99998,CHAPEL HILL,COURT,Lindenow South,WA,2121,AUS,151.0750,-33.7739,28644463934,,,M,4,
500839,301678,,,,8003609903616843,SMITH,LORETTA,1982-10-24,F,99969,VILLAGE WOOD,CENTREWAY,Green Head,NT,3325,AUS,143.1753,-37.9593,35150004621,,,M,4,
500840,301680,,,,8003609903616884,WILSON,PAUL,1983-07-14,M,99904,MARIPOSA,STREET,Slacks Creek,WA,2130,AUS,151.1375,-33.8934,21394281245,,,M,4,
500842,301684,,,,8003609903616975,JONES,JOSHUA,2000-01-22,M,99924,WIMBLEDON RIDGE,VISTA,Trial Harbour,NT,5091,AUS,138.7303,-34.8369,58258527825,,,S,4,
500843,301686,,,,8003609903617015,WILLIAMS,BENJAMIN,1981-10-18,M,99951,PROVENCE,CRESCENT,Karangi,SA,3530,AUS,143.1111,-35.7875,31409265624,,,D,4,
500844,301688,,,,8003609903617064,JONES,ATHENA,2015-09-01,F,99919,BLACKFRIAR,GROVE,Whyanbeel,ACT,2840,AUS,145.9125,-29.2747,22958349253,,,S,4,
500845,301690,,,,8003609903617106,JONES,ORLANDO,1958-11-21,M,99976,STONE PEAK,CAUSEWAY,Erith,WA,2118,AUS,151.0446,-33.7745,26302171441,,,M,4,
500846,301692,,,,8003609903617155,BROWN,ERIN,1965-06-13,F,99903,PINEHURST,BOULEVARD,Bulgary,QLD,3954,AUS,145.9533,-38.5583,30094657414,,,M,4,
500847,301694,,,,8003609903617205,JOHNSON,JULIA,1966-10-06,F,99999,VILLAGE VISTA,RIDGE,Torrens Vale,NT,2258,AUS,151.4007,-33.3466,24308868143,,,M,4,
500848,301696,,,,8003609903617254,SMITH,LEROY,1971-10-26,M,99916,BRIGHTON POINT,BOULEVARD,Mywee,SA,2410,AUS,150.7918,-28.9670,24606249763,,,M,4,
500849,301698,,,,8003609903617304,JOHNSON,JIMMIE,1989-03-12,M,99951,DURHAM,HIGHWAY,Taylor,NSW,6424,AUS,118.9153,-31.1180,61797466471,,,M,4,
500850,301700,,,,8003609903617346,WILLIAMS,JEANNIE,1982-03-11,F,99937,WILFORD,LANE,Wooroona,WA,3715,AUS,145.7083,-36.9822,35297152621,,,M,4,
500851,301702,,,,8003609903617395,MARTIN,SHIRLEY,1977-07-26,F,99983,SHADOW VIEW,GLEN,Alcomie,WA,3529,AUS,143.2520,-35.8460,35978665751,,,S,4,
500852,301704,,,,8003609903617445,MARTIN,ANDREA,1935-11-18,F,99950,DAVID,PROMENADE,Lower Wilmot,SA,4849,AUS,146.0163,-18.2706,42785098144,,,M,4,
500853,301706,,,,8003609903617486,SMITH,SHERIE,1971-05-16,F,99948,TOULOSE,STRAND,Noah,ACT,2506,AUS,150.8429,-34.4815,28053957963,,,W,4,
500854,301708,,,,8003609903617536,BROWN,ALLEN,1959-09-13,M,99922,DAYBREAK LAKE,PARADE,Boynedale,NT,7255,AUS,147.9203,-39.9476,51671905675,,,M,4,
500855,301710,300014,,,8003609903579546,SMITH,OSCAR,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
500856,301712,,300000,,8003609903579249,SMITH,JANIE,1980-12-13,F,99961,BROWN VILLA,CIRCUIT,Banyena,NT,4704,AUS,150.4743,-23.1197,41553023145,,,M,4,
500857,301714,,,,8003609903617668,BROWN,KAREN,1959-02-28,F,99907,DALMATION,WALKWAY,Kirwan,TAS,2290,AUS,151.6653,-32.9978,21806312134,,,M,4,
500858,301716,,,,8003609903617718,SMITH,PORFIRIO,2011-12-03,M,99945,STRINGHAM,COURT,East Damboring,NT,3414,AUS,141.9752,-36.2720,30416411413,,,S,4,
500859,301718,,,,8003609903617759,WHITE,JAVIER,1969-06-14,M,99902,VINE,ESPLANADE,Gooramadda,ACT,2527,AUS,150.7760,-34.5823,29083275422,,,D,4,
500860,301720,,,,8003609903617791,JONES,LAVONA,2013-10-25,F,99915,COUNTRY MANOR,PLACE,Breakfast Point,SA,3783,AUS,145.6308,-37.9403,37951791622,,,S,4,
500861,301722,,,,8003609903617841,JONES,DANA,1967-09-07,F,99940,DUCK POND,COURT,Hepburn,NT,4173,AUS,153.1251,-27.4736,47249705062,,,S,4,
500862,301724,,,,8003609903617882,BROWN,JASON,2011-04-22,M,99917,LONGWOOD,STRAND,Harcourt North,ACT,4615,AUS,151.9627,-26.7488,46038791032,,,S,4,
500864,301728,,,,8003609903617965,WILLIAMS,ELLIS,2004-08-26,M,99995,WYNGATE PARK,VISTA,Bridgetown,ACT,4030,AUS,153.0307,-27.4352,41326146744,,,S,4,
500865,301730,,,,8003609903618005,MARTIN,NORMAN,2002-09-13,M,99946,SUMMER STATION,PARADE,Rixs Creek,NT,6390,AUS,116.3039,-32.6138,68491352253,,,S,4,
500866,301732,,,,8003609903618054,BROWN,DOUGLAS,1935-10-09,M,99976,ASPEN VIEW,BOULEVARD,Wilston,NT,2713,AUS,145.5042,-35.4661,28895699055,,,M,4,
500867,301734,,,,8003609903618104,MARTIN,JEFFERY,1985-01-21,M,99934,SUPERIOR,CLOSE,Taylor Bay,TAS,2712,AUS,145.8283,-35.6503,23183355223,,,M,4,
500868,301736,,,,8003609903618146,SMITH,SANDRA,1958-12-02,F,99980,FREISIAN,ROAD,Yea,TAS,2619,AUS,149.1990,-35.3861,27308376464,,,S,4,
500869,301738,,,,8003609903618187,BROWN,AARON,2003-10-05,M,99952,STEPHIE MARIE,WALK,Morbinning,VIC,2570,AUS,150.5649,-34.0963,24600771572,,,S,4,
500870,301740,,,,8003609903618229,SMITH,CAMERON,1985-01-21,M,99948,PINE SHADE,CRUISEWAY,Ormiston,ACT,3936,AUS,145.0010,-38.3160,31924075555,,,M,4,
500871,301742,,,,8003609903618278,WILSON,SHERYL,1954-09-17,F,99905,CONNECTICUT,PROMENADE,Tincurrin,ACT,3136,AUS,145.2820,-37.7913,39920726042,,,S,4,
500872,301744,,,,8003609903618310,TAYLOR,DENISE,2002-10-28,F,99941,SCOTTSDALE,TERRACE,Mount Hardman,ACT,3840,AUS,146.3739,-38.2889,35276989551,,,S,4,
500873,301746,,,,8003609903618369,MARTIN,MARION,1945-04-26,F,99952,SAGE SPRINGS,GROVE,Forest Range,TAS,3008,AUS,144.9385,-37.8181,32486488573,,,S,4,
500874,301748,,,,8003609903618401,SMITH,PERRY,1986-05-28,M,99941,SPECTRUM COVE,CAUSEWAY,Woombye,ACT,3111,AUS,145.1850,-37.7867,39122892222,,,M,4,
500875,301750,,,,8003609903618450,WHITE,MARK,2010-08-26,M,99908,ELK HORN PEAK,TRACK,Mount Beckworth,NT,2110,AUS,151.1730,-33.8402,29095410415,,,S,4,
500876,301752,,,,8003609903618492,JONES,MELVIN,1935-01-29,U,99923,JULHO,SQUARE,Ramsgate,WA,4382,AUS,151.9692,-28.8579,47922996221,,,S,4,
500877,301754,,,,8003609903618542,SMITH,RUTH,1960-11-06,F,99999,TERRA LINDA,PARADE,Blanket Flat,NT,4621,AUS,151.9393,-25.3718,46360943964,,,W,4,
500878,301756,,,,8003609903618591,JONES,DENISHA,1947-08-17,F,99950,AVONDALE,VISTA,Port Augusta West,VIC,2617,AUS,149.0757,-35.2175,26843844352,,,D,4,
500879,301758,300012,,,8003609903579504,WILLIAMS,DAN,1994-09-27,M,99985,BERGSTROM,WALKWAY,Hutton Creek,VIC,2344,AUS,150.7081,-31.1080,69112759831,,,S,4,
500880,301760,,,,8003609903618682,BROWN,ESTELLE,1985-01-02,F,99901,SUGARBUSH,SQUARE,Leongatha North,TAS,6401,AUS,116.9055,-31.6467,64438178564,,,D,4,
500881,301762,,,,8003609903618724,WILSON,WILLIAM,2009-01-08,M,99919,KNAPPER POINT,DRIVE,Biboohra,VIC,2577,AUS,150.6089,-34.6013,22819715541,,,S,1,
500882,301764,,,,8003609903618765,WILSON,VANESSA,1932-12-18,F,99995,REDWOOD PARK,GROVE,Marlee,TAS,3360,AUS,143.4782,-37.6775,34101192733,,,M,4,1941-02-26
500883,301766,,,,8003609903618815,TAYLOR,GARY,1993-04-24,M,99913,SWIFT WATER,TERRACE,Greenock,NT,4563,AUS,152.8344,-26.4633,46497478134,,,M,4,2016-07-18
500884,301768,,,,8003609903618864,WILSON,MATT,1945-09-24,M,99920,BROCK,SQUARE,Cardinia,SA,6489,AUS,117.9193,-31.1139,63007750871,,,M,4,
500885,301770,,,,8003609903618914,TAYLOR,DUANE,1983-01-13,M,99927,HOD HILL,BOULEVARD,Hornsby Westfield,VIC,4825,AUS,139.4993,-20.7263,44323630771,,,M,4,
500886,301772,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
500887,301774,,,,8003609903618997,TAYLOR,DOUGLAS,1994-09-09,M,99926,WASATCH COVE,LANE,Billeroy,VIC,4076,AUS,152.9179,-27.5875,46276636852,,,M,4,
500888,301776,,,,8003609903619045,TAYLOR,CLINT,2008-03-16,M,99907,BARREL,CRESCENT,Freeburgh,NSW,0885,AUS,136.4207,-13.8522,00862808875,,,S,4,
500890,301780,,,,8003609903619144,JONES,WILSON,1942-12-19,M,99961,CROSSPARK,CONCOURSE,Warrentinna,QLD,2810,AUS,147.7645,-33.7550,22348773043,,,M,4,
500891,301782,,,,8003609903619185,JONES,JEAN,1948-11-17,F,99913,EVAN HILL,PROMENADE,Swan View,SA,3260,AUS,143.2334,-38.2943,39845721143,,,M,4,
500892,301784,,,,8003609903619235,BROWN,LISA,1974-10-19,F,99951,MARVELLE,TERRACE,Goroke,QLD,2833,AUS,148.5156,-29.4249,24843746264,,,M,4,
500893,301786,,,,8003609903619276,JOHNSON,VICTORIA,2001-11-25,F,99945,LARKIN,DRIVE,Glen Ward,QLD,2603,AUS,149.1365,-35.3265,26590908535,,,S,4,
500894,301788,,,,8003609903619318,SMITH,TOMMY,1968-04-26,M,99983,MAPLELEAF,GROVE,Yalardy,VIC,0829,AUS,130.9569,-12.4565,06093901851,,,W,4,
500895,301790,,,,8003609903619359,WHITE,DOLORES,2012-02-16,F,99967,GOLDEN EYE,TRACK,Bell Park,ACT,6525,AUS,115.1803,-29.2749,60193698075,,,S,4,
500896,301792,,,,8003609903619391,WILSON,EDDY,2012-09-25,M,99963,SENECA,AVENUE,Denham Court,WA,3191,AUS,145.0121,-37.9524,30594683431,,,S,4,
500897,301794,,,,8003609903619441,WILLIAMS,KATHRYN,2007-09-19,F,99914,WHISPERWOOD,VIEW,Mount William,WA,4716,AUS,150.5899,-24.5777,42637903074,,,S,4,
500898,301796,,,,8003609903619482,TAYLOR,KIMBERLY,2009-09-06,F,99987,HIGHFALL,PARKWAY,Howrah,NT,6236,AUS,115.9529,-33.4282,68814785131,,,S,4,2011-04-29
